run,seed,status,screenshotIndex,screenshotFile,size,river,shore,walls,retries,rejectDistinct,rejectDistance,rejectSide,timeout,cityGenerationMs,navMeshGenerationMs,pathfindingUntilFoundMs,pathfindingMsByRetry,startX,startY,startWardType,startArea,goalX,goalY,goalWardType,goalArea,straightLineDistance,selectedRouteIndexes,route1Length,route2Length,route3Length,route4Length,route1Side,route2Side,route3Side,route4Side,route1SideLabel,route2SideLabel,route3SideLabel,route4SideLabel,candidateRouteLengths,reason,failedAttempts
61,460656068,ok,61,route-stress-0061.png,32,true,false,true,5,0,0,5,0,507,16,851,196|323|5|117|193|10,39.942889,43.730472,generic,inner,-47.00384,3.419229,generic,inner,95.837,2|3,,115.614,130.276,,2.384324,3.243431,-7.590272,-18.112981,R,R,L,L,98.339|115.614|130.276|149.229,ok,"30.065217,45.260889>-39.864091,-29.393807:side;-54.931442,33.380855>14.652429,-54.114195:side;-61.329885,3.913346>5.168248,67.265918:side;58.513738,-20.073320>-58.505232,-3.358841:side;64.732937,45.852280>-9.982465,72.396033:side"
62,1581349006,ok,62,route-stress-0062.png,39,true,true,false,0,0,0,0,0,377,9,143,143,-7.907185,-38.076319,generic,inner,82.572214,24.859084,generic,inner,110.215,1|2,125.171,126.819,,,-21.797052,9.832851,-1.401961,-17.498543,L,R,L,L,125.171|126.819|133.789|135.633,ok,
63,1587839971,ok,63,route-stress-0063.png,25,false,false,true,5,0,0,5,0,312,9,264,40|68|89|1|55|6,-65.291466,36.335479,outerHighrise,outsideWall,-4.915596,-2.832691,plaza,inner,71.968,2|3,,160.516,162.629,,-2.120204,-12.768949,30.392461,-16.433936,L,L,R,L,138.007|160.516|162.629|179.622,ok,"-63.477733,48.685642>-46.516317,-15.110355:side;-70.475243,41.672664>-7.177634,75.815214:side;-27.792884,80.861212>59.293993,61.669740:side;11.845667,71.813574>52.245777,-28.337150:side;-16.526449,73.249257>61.002727,-2.270647:side"
64,1299528485,ok,64,route-stress-0064.png,36,false,false,true,4,0,0,4,0,480,15,577,394|94|17|6|60,-32.662426,84.460864,gate,inner,79.521482,86.267614,outerHighrise,outsideWall,112.198,3|4,,,215.651,231.162,9.903597,21.367784,24.099191,-30.573853,R,R,R,L,126.494|182.608|215.651|231.162,ok,"-6.550202,64.141680>48.071888,106.354925:side;78.090074,84.253114>12.936055,-2.854956:side;12.784345,-0.896152>-18.849227,-35.649204:side;93.135154,21.378245>50.825361,66.414889:side"
65,750891494,ok,65,route-stress-0065.png,28,true,true,true,2,0,0,2,0,246,13,315,145|115|50,-24.681039,-9.597768,generic,inner,-0.547691,-55.64849,generic,inner,51.991,3|4,,,84.218,86.574,-2.448422,-5.536461,12.502999,-14.288746,L,L,R,L,71.526|76.951|84.218|86.574,ok,"-32.918186,1.826583>-66.371559,-28.939174:side;9.991417,-58.232124>-32.076242,-76.391947:side"
66,461960548,ok,66,route-stress-0066.png,25,false,false,true,0,0,0,0,0,257,7,175,174,-1.676895,-11.079711,cathedral,inner,29.437458,60.847421,outerHighrise,outsideWall,78.368,2|3,,143.735,144.179,,-15.604529,10.775304,-21.510995,-29.149084,L,R,L,L,119.343|143.735|144.179|158.407,ok,
67,695334955,ok,67,route-stress-0067.png,39,false,false,true,7,0,0,7,0,389,32,564,134|235|115|15|4|8|23|16,-85.080879,52.937523,outerHighrise,outsideWall,-27.807526,92.681032,outerHighrise,outsideWall,69.712,2|3,,126.014,130.751,,-0.630319,-4.653618,9.010316,11.833167,L,L,R,R,112.913|126.014|130.751|143.063,ok,"39.680871,-35.264957>-31.169851,48.971602:side;53.097570,26.677718>95.294010,28.546465:side;-28.400857,94.141161>47.886313,99.305410:side;-11.062974,-24.299269>-9.750119,82.248849:side;51.340434,-8.122130>-14.187511,-18.806554:side;47.027244,15.225162>-14.303928,101.420496:side;-13.156118,29.882936>83.851316,57.590739:side"
68,802378074,ok,68,route-stress-0068.png,36,false,true,true,3,0,0,3,0,246,13,331,67|87|114|59,-23.596788,-39.45145,generic,inner,56.213919,39.952798,gate,inner,112.582,3|4,,,143.942,146.454,-8.551382,-13.667119,-17.928505,8.050139,L,L,L,R,137.641|141.032|143.942|146.454,ok,"33.447090,57.888052>54.546556,-4.097460:side;-37.168465,-21.952406>18.491933,-99.222733:side;44.399964,-59.412768>86.383952,5.685726:side"
69,1586919516,ok,69,route-stress-0069.png,29,true,false,false,3,0,0,3,0,373,13,370,240|23|47|57,86.554007,-29.607314,generic,inner,72.332767,37.178787,generic,inner,68.283,2|3,,109.999,116.297,,-5.800884,9.951522,-12.928952,15.440432,L,R,L,R,95.441|109.999|116.297|128.574,ok,"-12.761409,14.333823>59.577677,13.617776:side;-14.203479,14.383778>56.275316,12.460765:side;61.500041,13.964406>-41.826818,-16.904906:side"
70,1246657186,ok,70,route-stress-0070.png,27,false,false,true,0,0,0,0,0,353,8,57,57,-21.272834,21.874647,generic,inner,29.448917,30.097986,generic,inner,51.384,2|3,,72.924,73.363,,-6.071695,4.498354,-9.856312,5.410171,L,R,L,R,71.326|72.924|73.363|74.305,ok,
71,1676220118,ok,71,route-stress-0071.png,39,false,false,true,0,0,0,0,0,383,12,124,124,38.829793,-90.833367,gate,inner,72.747045,-17.939831,generic,inner,80.398,2|3,,120.404,121.916,,8.606568,13.770735,-15.230218,16.139434,R,R,L,R,114.135|120.404|121.916|137.622,ok,
72,939568969,ok,72,route-stress-0072.png,27,false,false,true,2,0,0,2,0,289,8,320,70|37|209,10.250525,38.843629,generic,inner,-17.916101,82.690513,outerHighrise,outsideWall,52.114,1|2,115.701,160.492,,,13.678501,-19.767054,,,R,L,,,115.701|160.492,ok,"-2.172029,81.217925>6.337323,-17.000804:side;0.965612,71.016203>-67.824609,2.543755:side"
73,1613081070,ok,73,route-stress-0073.png,33,true,true,true,1,0,0,1,0,344,18,136,73|60,68.782198,85.117701,outerHighrise,outsideWall,21.790463,7.265548,park,inner,90.935,3|4,,,136.842,137.427,-11.657815,3.688082,14.306117,-5.921131,L,R,R,L,117.349|131.37|136.842|137.427,ok,"48.374867,-35.187333>29.308076,9.337158:side"
74,1781057197,ok,74,route-stress-0074.png,38,true,false,false,11,0,0,11,0,570,13,960,343|48|59|73|159|81|20|57|81|15|12|4,-66.568137,17.466716,generic,inner,-17.083025,-40.635404,generic,inner,76.319,3|4,,,107.858,117.057,2.266972,-2.479055,-13.146354,10.451052,R,L,L,R,90.096|98.442|107.858|117.057,ok,"-53.018876,-47.897234>25.170093,25.882593:side;-49.120113,14.315152>5.367431,-61.572688:side;-73.011829,19.136498>-29.270521,36.866804:side;31.091133,-47.651088>-67.116519,17.258212:side;0.276641,-0.579707>43.172938,-87.815352:side;14.392806,84.628961>-59.955793,49.258708:side;6.182915,-65.174246>90.141918,-15.021243:side;40.572111,-72.728525>-19.533697,-45.926107:side;28.064882,36.795717>7.786066,-34.454979:side;-27.875794,10.247492>67.550049,-43.813100:side;-76.323520,-27.770408>-4.683188,-16.152041:side"
75,897717102,ok,75,route-stress-0075.png,34,true,false,true,0,0,0,0,0,525,15,96,93,11.596543,-42.685518,generic,inner,68.203781,15.992564,gate,inner,81.532,3|4,,,108.191,109.274,-3.89327,0.153414,5.790866,-7.732228,L,R,R,L,90.12|105.892|108.191|109.274,ok,
76,131629531,ok,76,route-stress-0076.png,39,true,false,false,0,0,0,0,0,569,13,173,172,51.554324,48.417724,generic,inner,41.249889,-23.1713,generic,inner,72.327,1|2,84.415,99.383,,,-5.007709,13.371099,18.806251,30.624698,L,R,R,R,84.415|99.383|141.469|169.383,ok,
77,2017168318,ok,77,route-stress-0077.png,25,false,true,true,0,0,0,0,0,225,7,315,315,5.03815,-11.052673,cathedral,inner,10.398169,70.689074,outerHighrise,outsideWall,81.917,3|4,,,176.929,177.066,5.765445,15.388873,-18.24047,17.83732,R,R,L,R,159.961|160.741|176.929|177.066,ok,
78,516388864,ok,78,route-stress-0078.png,35,false,false,false,1,0,0,1,0,324,7,184,87|95,15.252126,6.425574,park,inner,95.555422,-40.365365,generic,inner,92.941,3|4,,,136.685,138.437,-2.207276,-2.876009,-5.634851,14.273211,L,L,L,R,106.856|109.303|136.685|138.437,ok,"-59.644504,-31.368378>-14.544537,45.257534:side"
79,170079641,ok,79,route-stress-0079.png,28,true,false,true,6,0,0,6,0,394,10,594,256|96|13|129|40|30|22,-28.841284,75.937852,outerHighrise,outsideWall,-70.30131,19.612509,gate,inner,69.939,3|4,,,167,172.788,-2.367431,-14.967111,-23.34181,19.581139,L,L,L,R,77.913|129.15|167|172.788,ok,"-19.663168,-55.092554>-13.542285,49.529512:side;23.567053,72.679427>-61.002778,-7.534610:side;12.464813,-39.178493>-35.745925,-13.417441:side;-97.453962,-1.654646>-27.611478,84.274855:side;16.146848,48.484313>77.269558,32.296761:side;-62.913414,51.854813>-8.473320,14.176705:side"
80,1650957709,ok,80,route-stress-0080.png,31,false,true,true,0,0,0,0,0,392,8,77,76,-0.291097,5.273838,plaza,inner,40.231861,-58.493092,generic,inner,75.554,3|4,,,109.074,109.159,-4.790259,-1.980937,-10.068964,14.661269,L,L,L,R,85.784|106.752|109.074|109.159,ok,
81,152809552,ok,81,route-stress-0081.png,40,false,false,true,3,0,0,3,0,592,25,307,115|122|20|43,-120.023776,1.455206,outerHighrise,outsideWall,-91.977214,66.903262,outerHighrise,outsideWall,71.204,2|3,,109.164,114.799,,-3.747553,-8.192841,14.531308,-15.781698,L,L,R,L,79.076|109.164|114.799|129.335,ok,"-26.592112,53.943233>-120.016700,3.265704:side;30.536504,-12.300365>-75.386928,41.450214:side;-6.523909,15.341173>-109.069487,27.012654:side"
82,370046467,ok,82,route-stress-0082.png,25,true,true,false,3,0,0,3,0,318,6,239,150|23|56|6,-14.046791,-20.020035,generic,inner,-31.594369,45.982177,generic,inner,68.295,3|4,,,101.485,102.294,4.614199,-1.759435,0.176413,-10.507357,R,L,R,L,90.296|92.132|101.485|102.294,ok,"-41.937253,-9.926337>30.564798,-30.554248:side;-30.508684,-5.692186>-66.333885,28.797568:side;-37.150948,49.680497>33.190446,-3.307227:side"
83,2086281919,ok,83,route-stress-0083.png,26,false,true,true,14,0,1,13,0,185,9,410,119|130|21|6|28|6|6|10|7|6|7|3|19|4|15,-5.944981,-5.068879,plaza,inner,35.480976,-4.343606,generic,inner,41.432,2|3,,82.406,85.32,,2.339332,-4.677537,16.095811,-14.006788,R,L,R,L,46.348|82.406|85.32|110.322,ok,"15.240456,16.668503>-44.301335,66.602902:side;-87.225704,18.198095>12.187494,-33.776605:side;-5.395043,97.898057>-23.507330,54.966467:distance;-7.994670,50.737326>-12.047854,-38.419286:side;60.989489,-5.607818>-5.762106,0.744205:side;-70.178978,50.333916>-15.642807,-8.971828:side;-85.448281,21.890794>-31.652727,27.371634:side;-59.972367,21.633423>-38.795788,70.378554:side;-60.207125,23.411318>16.876266,-36.775510:side;-55.781621,63.162469>2.941994,1.881362:side;-3.497080,76.360396>-73.980811,40.549508:side;-24.013633,70.385103>-71.453514,21.564500:side;-9.233126,97.848170>-61.146805,56.411215:side;-5.097150,49.682209>-12.465727,-40.058344:side"
84,524076964,ok,84,route-stress-0084.png,34,true,false,true,1,0,0,1,0,473,18,222,119|96,-62.688401,-13.072585,gate,inner,-26.90975,47.345834,generic,inner,70.217,2|3,,98.008,101.201,,-3.174455,-8.602662,16.729426,-15.319453,L,L,R,L,91.467|98.008|101.201|111.272,ok,"-79.834769,58.263663>-68.132611,-30.907780:side"
85,813518980,ok,85,route-stress-0085.png,28,false,true,true,1,0,0,1,0,239,8,184,94|88,28.683157,-77.190115,gate,inner,16.791967,-3.731413,generic,inner,74.415,3|4,,,111.949,114.498,-2.598535,-7.272391,15.87816,-8.479722,L,L,R,L,95.383|107.189|111.949|114.498,ok,"-5.092150,8.781088>-55.279088,-71.282001:side"
86,594428154,ok,86,route-stress-0086.png,31,false,true,true,2,0,0,2,0,291,9,197,91|96|8,-1.138067,-6.242138,plaza,inner,-10.563191,-65.583222,gate,inner,60.085,2|3,,85.947,86.036,,0.503593,-5.528593,9.691223,-10.227982,R,L,R,L,64.217|85.947|86.036|86.77,ok,"-16.963215,-18.259457>-6.736094,-58.483059:side;70.709550,35.437738>-0.373410,42.319126:side"
87,823571630,ok,87,route-stress-0087.png,37,false,true,false,0,0,0,0,0,387,8,105,105,71.013462,2.849469,generic,inner,-5.5418,-61.751258,generic,inner,100.17,3|4,,,135.104,138.922,-11.221416,3.388072,0.983574,-21.261064,L,R,R,L,123.246|126.923|135.104|138.922,ok,
88,1036955678,ok,88,route-stress-0088.png,36,false,false,true,2,0,0,2,0,493,11,297,135|69|90,-11.001518,-37.889324,generic,inner,43.925784,39.002514,generic,inner,94.495,3|4,,,145.993,150.724,3.645334,-3.000466,8.823247,-5.41255,R,L,R,L,110.425|136.62|145.993|150.724,ok,"99.827784,19.763629>47.768360,24.863995:side;-6.740898,-22.167736>-59.237239,26.255909:side"
89,115897314,ok,89,route-stress-0089.png,31,false,true,true,0,0,0,0,0,302,10,101,100,-70.890432,9.261781,gate,inner,-39.548342,68.474471,gate,inner,66.996,3|4,,,114.985,118.638,11.787033,-4.397629,-1.051996,12.440716,R,L,L,R,103.354|107.154|114.985|118.638,ok,
90,20112250,ok,90,route-stress-0090.png,28,true,false,false,0,0,0,0,0,421,12,104,104,76.148257,-4.124057,generic,inner,14.58472,-41.534378,generic,inner,72.039,2|3,,109.097,115.211,,-10.90412,2.299595,-19.64461,-0.403932,L,R,L,L,94.579|109.097|115.211|122.565,ok,
91,497025933,ok,91,route-stress-0091.png,26,false,true,true,3,0,0,3,0,308,8,175,109|30|27|7,-30.126997,-71.384835,generic,inner,-5.487336,-15.983767,generic,inner,60.633,2|3,,87.453,90.999,,-4.595006,-10.04724,2.35231,-11.946302,L,L,R,L,69.876|87.453|90.999|101.098,ok,"24.667304,9.434471>-30.437868,-66.062755:side;-46.940859,-32.314113>55.739984,-3.397283:side;-29.945032,-24.404533>-70.696954,15.233954:side"
92,1276691061,ok,92,route-stress-0092.png,31,false,false,true,1,0,0,1,0,318,9,108,60|47,0.875096,-1.164397,plaza,inner,-69.799896,27.708022,gate,inner,76.345,3|4,,,100.172,102.592,-0.782613,2.563882,-9.806177,8.571858,L,R,L,R,79.302|93.391|100.172|102.592,ok,"-2.606511,93.548687>-49.032026,-3.069329:side"
93,248033850,ok,93,route-stress-0093.png,33,true,true,false,3,0,0,2,1,351,7,594,564|15|5|8,-45.25066,39.154277,generic,inner,-6.49724,18.431382,cathedral,inner,43.946,3|4,,,82.952,84.242,5.76593,-2.594826,-0.230721,10.443437,R,L,L,R,70.817|79.631|82.952|84.242,ok,"-15.128178,-5.448698>-92.187234,10.121595:timeout:timeout;37.368707,65.738408>-3.431969,51.568600:side;27.404473,-4.490393>48.833786,37.063543:side"
94,1211843363,ok,94,route-stress-0094.png,34,true,false,true,3,0,0,3,0,457,16,424,214|90|31|83,14.984595,64.552529,generic,inner,-43.216537,-4.975004,generic,inner,90.672,3|4,,,122.835,125.71,2.776106,-5.840469,-7.775922,8.741505,R,L,L,R,98.897|113.922|122.835|125.71,ok,"-22.261763,25.416332>-3.184955,-72.028690:side;-70.217634,-33.155876>45.319493,-30.860687:side;-15.024436,51.966766>-9.966896,-41.867413:side"
95,659444613,ok,95,route-stress-0095.png,27,false,false,true,6,0,0,6,0,236,10,242,75|71|16|12|17|28|17,0.046805,-3.355933,plaza,inner,67.926112,11.121406,gate,inner,69.406,3|4,,,111.31,112.536,-4.507484,10.308987,8.2616,-11.886767,L,R,R,L,79.467|98.078|111.31|112.536,ok,"13.602510,-1.804881>-47.385687,6.587679:side;-66.785733,29.880753>0.343671,-69.045959:side;7.448294,31.275600>-18.310284,-61.896319:side;-41.470335,-37.275291>-10.707839,7.988941:side;-74.135792,18.249085>-28.702279,11.431154:side;54.377519,-13.285053>9.739247,-11.692773:side"
96,1518916568,ok,96,route-stress-0096.png,30,true,false,false,1,0,0,1,0,564,13,305,149|154,30.463327,9.08514,generic,inner,-37.238843,37.599195,generic,inner,73.462,1|2,86.928,90.193,,,6.590866,-8.071361,-9.553525,-15.106116,R,L,L,L,86.928|90.193|101.331|119.738,ok,"11.448276,77.011019>60.765633,3.103799:side"
97,1478305092,ok,97,route-stress-0097.png,26,true,false,true,2,0,0,2,0,376,22,510,73|199|236,66.307072,35.515123,outerHighrise,outsideWall,-17.588865,66.74205,outerHighrise,outsideWall,89.519,3|4,,,195.845,197.191,18.601101,16.031763,-39.720335,16.509843,R,R,L,R,180.203|188.529|195.845|197.191,ok,"1.095975,39.302150>-49.828256,48.679433:side;77.854911,32.184444>-15.712811,26.955226:side"
98,1631359709,ok,98,route-stress-0098.png,31,true,true,true,0,0,0,0,0,315,9,117,116,-64.089863,63.785112,outerHighrise,outsideWall,31.303831,67.111788,gate,inner,95.452,3|4,,,131.011,136.704,4.862169,7.122484,-3.770056,13.158051,R,R,L,R,108.398|114.243|131.011|136.704,ok,
99,1120403046,ok,99,route-stress-0099.png,32,true,true,true,0,0,0,0,0,534,14,133,132,8.389433,46.332382,generic,inner,31.871209,151.946379,outerHighrise,outsideWall,108.193,3|4,,,163.352,164.39,-2.600018,-21.821822,6.357188,-25.478957,L,L,R,L,128.259|159.243|163.352|164.39,ok,
100,286357773,ok,100,route-stress-0100.png,35,true,true,true,19,1,0,18,0,274,13,1029,195|58|100|75|11|95|4|32|96|258|6|15|6|6|4|7|17|10|6|5,17.677749,-75.078328,gate,inner,-4.031011,3.316584,plaza,inner,81.345,2|3,,104.056,105.104,,-3.971431,-6.220188,9.551567,-9.412725,L,L,R,L,90.3|104.056|105.104|111.692,ok,"-62.216095,69.744789>-46.271587,4.807227:side;-77.593758,77.134538>-84.270134,-31.963391:side;-62.536240,-68.640320>5.657580,-3.520799:side;-44.738275,4.181941>-0.859042,-38.318248:side;-33.001782,107.584170>-63.973454,19.760264:side;-23.813636,28.688346>-4.783046,-72.950840:side;-62.603876,20.698630>-5.245461,34.882354:side;-20.973038,95.472931>-4.917607,0.482218:side;-32.016081,-12.898129>71.247125,14.788332:side;2.375000,-36.903778>-81.254045,41.997104:distinct;68.475769,-32.287926>-2.316467,-39.607284:side;41.509508,-55.271129>-27.169485,28.263221:side;-115.469248,3.940673>-63.491234,60.960249:side;-86.616389,-1.094028>5.051524,-0.834453:side;-65.665593,87.828798>-49.763791,38.574916:side;-41.615311,8.066486>23.274460,-73.235053:side;-113.130011,2.681676>-94.634735,61.931076:side;20.894852,-23.121851>117.291055,23.505617:side;-77.141114,-7.356841>-58.278067,67.082296:side"
101,1041440412,ok,101,route-stress-0101.png,30,true,true,true,10,1,0,9,0,472,8,666,137|104|38|144|60|20|9|89|11|32|10,-62.240777,-11.920968,generic,inner,-26.7282,95.495682,outerHighrise,outsideWall,113.135,1|2,139.857,140.211,,,-0.84851,9.726728,-3.915358,5.674754,L,R,L,R,139.857|140.211|144.697|149.164,ok,"-29.759653,-25.393254>-56.527142,34.159657:side;-46.958813,83.007919>-34.535030,29.075497:side;18.805032,49.110533>3.148395,-0.741823:side;62.230245,60.644846>57.767684,-37.607833:side;46.942779,-35.657249>-3.419502,67.928816:side;-20.738594,1.900972>32.688184,19.797041:side;28.887450,-6.305114>-31.104288,-0.773600:side;59.435770,61.192281>-4.214390,72.657424:distinct;11.476402,-27.780452>-37.407309,25.880268:side;-68.324759,57.415246>-2.922373,0.889974:side"
102,1608090420,ok,102,route-stress-0102.png,25,false,true,true,1,0,0,1,0,231,7,131,87|42,-1.361974,-2.525896,plaza,inner,-62.131339,-58.315483,gate,inner,82.495,1|2,90.87,95.184,,,-0.266836,10.025493,8.4366,14.235408,L,R,R,R,90.87|95.184|112.034|117.925,ok,"-2.932043,14.513059>10.412852,-75.707258:side"
103,252326555,ok,103,route-stress-0103.png,29,false,true,false,1,0,0,1,0,421,7,230,95|135,51.092518,-60.156424,generic,inner,26.793592,41.875376,generic,inner,104.885,2|3,,132.043,132.659,,-1.084611,-10.252948,1.52871,2.574259,L,L,R,R,125.748|132.043|132.659|138.399,ok,"-46.161055,-33.651516>-26.586699,60.012943:side"
104,262138984,ok,104,route-stress-0104.png,30,true,true,true,5,0,0,5,0,260,11,434,203|182|8|17|9|4,83.447351,34.427579,outerHighrise,outsideWall,64.519415,-1.675381,gate,inner,40.764,2|3,,100.016,102.425,,2.193407,-11.44945,5.009914,1.750774,R,L,R,R,50.72|100.016|102.425|107.22,ok,"40.580696,10.650688>-16.175503,-6.801566:side;-10.424783,8.591261>34.700127,32.456482:side;85.349078,29.352634>0.899942,-13.473415:side;86.509103,31.494758>15.350996,-58.077990:side;71.605336,87.973487>76.891843,20.113368:side"
105,523778926,ok,105,route-stress-0105.png,33,true,true,true,2,0,0,2,0,302,14,475,129|301|38,-13.395201,126.035381,outerHighrise,outsideWall,50.997091,48.215005,generic,inner,101.007,3|4,,,148.885,151.918,8.273904,13.823552,0.867709,-14.357304,R,R,R,L,117.665|145.103|148.885|151.918,ok,"25.436424,69.166191>94.861224,74.913411:side;-3.173104,-83.206106>67.870498,-1.505881:side"
106,1520333345,ok,106,route-stress-0106.png,26,true,false,true,5,0,0,5,0,261,10,452,157|149|62|10|52|14,-11.834269,2.447928,generic,inner,61.651661,25.003249,outerHighrise,outsideWall,76.87,3|4,,,115.289,117.35,4.99257,7.530853,11.226463,-0.786936,R,R,R,L,88.503|92.008|115.289|117.35,ok,"20.805878,-40.639360>-66.217157,-1.576395:side;37.507646,15.498038>0.689461,68.272995:side;31.975249,8.249595>-51.663535,23.204973:side;-28.135310,-23.336164>-3.837888,51.393548:side;-86.759977,8.810895>-2.511349,16.492752:side"
107,1159308740,ok,107,route-stress-0107.png,29,true,true,true,2,0,0,2,0,374,11,269,74|90|102,65.877777,52.239537,outerHighrise,outsideWall,-15.993481,-4.790366,park,inner,99.776,1|2,178.457,181.099,,,20.496848,-36.693576,19.185779,26.645027,R,L,R,R,178.457|181.099|185.467|188.322,ok,"-68.030224,32.867062>-19.809489,-2.854096:side;64.560250,55.308436>68.691665,5.733752:side"
108,69269645,ok,108,route-stress-0108.png,27,true,true,false,4,0,0,4,0,338,6,370,39|129|161|15|23,-44.71997,-33.10235,generic,inner,16.519815,-56.730428,generic,inner,65.64,1|2,112.045,124.063,,,-0.189438,11.550463,18.70712,23.467399,L,R,R,R,112.045|124.063|139.829|177.692,ok,"-19.143903,-40.612532>-11.926203,0.570416:side;35.244228,41.358181>-25.636799,17.390101:side;-24.582294,18.274935>19.303760,-71.177568:side;-29.947907,-17.261840>15.344974,-77.529289:side"
109,1487599732,ok,109,route-stress-0109.png,31,false,false,true,4,0,0,4,0,353,9,436,79|92|62|39|156,1.110237,27.465557,generic,inner,-9.176308,-61.905974,gate,inner,89.962,3|4,,,138.221,146.181,0.345918,-8.318245,-17.47212,17.52553,R,L,L,R,105.067|114.269|138.221|146.181,ok,"22.436941,92.088895>21.488973,-12.418318:side;-63.047667,73.670159>25.809386,86.282471:side;-54.613496,-21.133636>-78.551019,50.112689:side;2.635700,94.098199>-0.309401,-0.558498:side"
